,address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
1939,"16/A, Madhav Club Road, Teen batti chowraha, Near railway station, Freeganj, Ujjain, MP. 456001",Railway Station Area,Ujjain,66,The standard check-in time is 10:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried Couples Strictly prohibited. Valid ID proof required for every individual (except children) All Guests has to present Valid I.D. Proof at Check-In. Pan Card is not considered as I.D. Proof.,Laundry Service Available|Lift / Elevator|Parking Facilities Available|Room Service (24 Hours)|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Room Service,23.17690339,Railway Station Area,75.78810958,HTLGBO1000014994,Hotel Siddhartha,Hotel,Ujjain,21,Double Bed Non A/C room,42,3.5,Madhya Pradesh,1a24373bf11a08488d3563b7efa67c01
1392,"1/1128, Kunnumpuram,fortkochi",Fort Kochi,Ernakulam,80,The standard check-in time is 01:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Swimming Pool|Currency Exchange|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|Power Backup|Internet Access Free|Room Service (24 Hours)|Parking Facility,9.963619627,Fort Kochi,76.24542258,HTLGBO1000017546,Tissa's Inn,Hotel,Ernakulam,11,Superior Room,5,4.6,Kerala,460b37c6f77dd5687d48a7cf6e8249eb
1892,City Center Main Road  Gwalior-47011 (M.P.) India,City Centre,Gwalior,76,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried Couples are not allowed .  Check in time and Check out time is 12 Noon .,"Airport Transfer Available / Surcharge|Business Center |Doctor on Call|Dry Cleaning|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Air-Conditioning - Central|Conference Facility |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)",26.2182871,City Centre,78.1828308,HTLGBO1000008970,Hotel Royal Inn,Hotel,Gwalior,43,Standard Room,17,4.1,Madhya Pradesh,b9b85d80001103bda8d5c47673615a94
1337,"#6 , Resthouse road, Off Brigade road , Bangalore",City Center - Mg Road / Near,Bangalore,66,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Bar / Lounge |Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Multi Lingual Staff|Smoking Rooms|Smoking Area |Parking Facility|Restaurant|Room Service|Public Restrooms,12.9735949,City Center - Mg Road / Near,77.6070334,HTLGBO1000082746,Treebo Morgen Suites,Hotel,Bangalore,16,Standard Room,3,3.6,Karnataka,26f89f604a5640a38c081f9b4d732ada
1256,"Trishla Resort, Vill Mungla P.O Gahidhar, Tehsil Banjar Distt kullu H.P.",Bhuntar,Kullu,66,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We are very much aware of your concerns about the privacy of your information. We have no desire or intent to infringe on your privacy and we will not provide your personal information to anyone else.,Laundry Service Available|Parking Facilities Available|Front Desk|Gardens|Parking Facility,31.64139776,Bhuntar,77.40882641,HTLGBO1000025122,Trishla Resort,Resort,Kullu,5,Luxury Room,3,5.0,Himachal Pradesh,c0d8a4eba011240ca99414cfeece25ea
2105,"Tamborim, Cavelossim, Salcette-Goa, India.",Mobor Beach Area,Goa,25,The standard check-in time is 12:00 PM and the standard check-out time is 11:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Bar / Lounge |Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Multi Cuisine Restaurant |Local Tour / Travel Desk| Bike on Rent,15.2026266,Mobor Beach Area,73.9406116,HTLGBO1000010000,Veeniola Holiday Home,Guest House,Goa,6,Twin Room without Balcony,4,3.0,Goa,672275d6bf7cfc38493c22fc6c97ed9d
799,"LANGFORD HOMES 14/8, 2nd cross, Langford road, Shanthinagar",City Center - Mg Road / Near,Bangalore,80,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We follow a 24 hour billing cycle. Delayed check outs are extended on request and subject to room availability. Children upto the age of 5 can stay at no additional charges using existing bedding,Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup|Separate Sitting Area|Extra Person / Child - Share the same room|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|RO Water Purification System|Parking Facility|Room Service,12.95952863,City Center - Mg Road / Near,77.60291558,HTLGBO1000006774,Compact Langford Homes,BnB,Bangalore,2,Standard Room,5,4.4,Karnataka,41a7f1bcb877c3cb07700a5503c7d690
838,"Village Khilchipur, Ranthambore Road, Sawai Madhopur",Ranthambhore,Sawai Madhopur,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly **Note : There will be mandatory Supplement Charges @ Rs. 2500/- PP for X mass and New year eve which will be directly given to the hotel by Guest at the time of check in,Swimming Pool|Bar / Lounge |Doctor on Call|Laundry Service Available|Parking Facilities Available|Local Tour / Travel Desk|Valet service|24 Hour Front Desk|Room Service (24 Hours),26.01779439,Ranthambhore,76.48634343,HTLGBO1000001545,Dev Vilas,Hotel,Sawai Madhopur,10,Suites,1,1.0,Rajasthan,ae8d71523ba22b24ad8436b2742f738d
1372,"Opp. Hotel Trident, Near TDI Mall, Fatehabad Road",Fatehabad Road,Agra,87,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly AT arrival Individual ID has to be presented. Booking should be under staying guest name. Weapons are not allowed in the hotel. Pets are not allowed.,"Babysitting/ Child Care (surcharge)|Ballroom|Banquet Facilities|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Wedding Services Facility|Catering|Translation Services|Wake-up Call / Service|Porter / Bellhop|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Disabled Friendly Rooms|Electronic / Magnetic Keys|Free Local Calls|Cell Phone Rental|Wheelchair Accessibility - Room|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Ayurvedic Facilities |CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Metal Detectors|Pest Control Facility|Porter Services Available|Security at All Hotel Entrances|Smoke Detector|Speciality Restaurant |Suites",27.1579833,Fatehabad Road,78.0594033,HTLGBO1000006076,The Taj Vilas,Hotel,Agra,56,Executive Room,718,4.5,Uttar Pradesh,36c43964d5df1a1b4a0993309fdf5dbb
1718,"Basera 181/182, Shaheed Bhagat Singh Road, Near Chakala Metro Station, J.B. Nagar, Andheri East",Andheri,Mumbai,100,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of 	check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others",Laundry Service Available|Front Desk|24 Hour Front Desk|Welcome Drinks|Internet Access Free|Room Service,19.1121881,Andheri,72.8671481,HTLGBO1000040906,Treebo Midaas Comfort,Hotel,Mumbai,16,Standard Room,5,3.6,Maharashtra,b38ee50bd483bee0aa5083f52f4b8cb1
457,"Plot No. 20/10,, KPHB 6th Phase Rd, Kukatpally Housing Board Colony, K P H B Phase 6, Kukatpally",Kukatpally,Hyderabad,73,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",Airport Transfer Available / Surcharge,17.4852755,Kukatpally,78.3894466,HTLGBO1000030566,Eeshwarillu Cool Rooms,Hotel,Hyderabad,15,Deluxe A/C Room,23,3.6,Andhra Pradesh,839bf2834dd202f16c6fa4b77c01661c
928,"Murikkady P.O, Kumily, Idukki Distt, Kerala",Kumily,Thekkady,64,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Child policy: Below 5 years complimentary. 5-12 years will be treated as child and will be charged as per rates/package guidelines. Children above 12 will be treated as adults. Breakfast buffet timings 07:30 am to 11:00 am No refund for reservation between 20th December to 5th January. **** Compulsory Supplement charges to be paid at hotel directly at the time of check-in **** Mandatory New Year Gala Dinner Charges on 31st Dec at Rs.3750 per adult and Rs.1750 per child (05-12 Yrs) Mandatory Christmas Gala Dinner charges on 24th Dec at Rs.2000 per adult and Rs.1000 per child (05-12 Yrs) Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Spa On Site - Chargeable|24 Hour Front Desk|Air-Conditioning - Central|Coffee Shop / Cafe|Internet Access Free|Room Service (24 Hours),9.614073788,Kumily,77.14037922,HTLGBO1000003740,Citrus Thekaddy Wild Corridor,Resort,Thekkady,43,Deluxe Valley View,17,4.0,Kerala,5fe26d7912bb8cb9b6e6cbcb50ed5db2
1717,"3/191, Mount Poonamalle Road,  Near Sri Ramachandra Medical College,  Porur,","Porur Junction, Porur",Chennai,62,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates , extra supplement will be charged over and above the paid rates as per actual and hotel discretion",Doctor on Call|Lobby|Front Desk|Parking Facility|Room Service,13.0391168,"Porur Junction, Porur",80.141768,HTLGBO1000081372,V7 HOTEL,Hotel,Chennai,5,Premium Room,8,4.3,Tamil Nadu,fc0d92fb5d984f2ecf464570bedaac0e
148,"284/30, Opp. Alpine Industrial Estate, Military Road, Marol, Andheri (E)",Andheri,Mumbai,70,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Airport Transfer Available / Surcharge|Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Multi Cuisine Restaurant |Internet Access Free,19.11996481,Andheri,72.88561641,HTLGBO1000009258,Bharat Avenue,Hotel,Mumbai,35,Deluxe Room,10,3.2,Maharashtra,79d164eb9fc1676d13c1b9fc9b6d6f98
